"Director_Name","Language","Language_Fullname"
"Aki Kaurismäki","fi","Finnish"
"Allison Anders","en","English"
"Stephen Hopkins","en","English"
"Timo Novotny","en","English"
"Marc Meyer","de","German"
"George Lucas","en","English"
"Andrew Stanton","en","English"
"Sam Mendes","en","English"
"Orson Welles","en","English"
"Lars von Trier","da","Danish"
"John Fawcett","en","English"
"Luc Besson","en","English"
"Fritz Lang","en","English"
"Isabel Coixet","en","English"
"Bruce Brown","en","English"
"Gore Verbinski","en","English"
"Quentin Tarantino","en","English"
"Eytan Fox","he","Hebrew"
"Michael Winterbottom","en","English"
"Francis Ford Coppola","en","English"
"Kôji Morimoto","ja","Japanese"
"Katsuhiro Ōtomo","ja","Japanese"
"Clint Eastwood","en","English"
"David Silverman","en","English"
"Michel Gondry","en","English"
"Alejandro González Iñárritu","en","English"
"David Cronenberg","en","English"
"Stanley Kubrick","en","English"
"Terry Gilliam","en","English"
"Pedro Almodóvar","es","Spanish; Castilian"
"Curtis Hanson","en","English"
"Hany Abu-Assad","en","English"
"James Mangold","en","English"
"Stephen Daldry","en","English"
"Tony Kaye","en","English"
"Steven Spielberg","en","English"
"Tim Burton","en","English"
"Richard Linklater","en","English"
"Christopher Nolan","en","English"
"Ridley Scott","en","English"
"Zhang Yimou","zh","Chinese"
"Hayao Miyazaki","ja","Japanese"
"Michael Mann","en","English"
"Oskar Roehler","de","German"
"Emile Ardolino","en","English"
"Martin Brest","en","English"
"Luis Buñuel","es","Spanish; Castilian"
"Michael Glawogger","de","German"
"Otto Preminger","en","English"
"Michael Bay","en","English"
"Tony Scott","en","English"
"Steven Lisberger","en","English"
"Guy Ritchie","en","English"
"Susanne Bier","da","Danish"
"Martin Scorsese","en","English"
"Tom Tykwer","de","German"
"John McTiernan","en","English"
"Krzysztof Kieślowski","pl","Polish"
"Brian De Palma","en","English"
"Lone Scherfig","en","English"
"Kim Ki-duk","ko","Korean"
"Garry Marshall","en","English"
"Joel Coen","en","English"
"Woody Allen","en","English"
"Peter Jackson","en","English"
"Ralph Bakshi","en","English"
"Albert Maysles","en","English"
"Robert Drew","en","English"
"D.A. Pennebaker","en","English"
"Tod Browning","en","English"
"Harold Ramis","en","English"
"Søren Kragh-Jacobsen","da","Danish"
"Richard Kelly","en","English"
"Ang Lee","en","English"
"Lewis Milestone","en","English"
"Wim Wenders","de","German"
"François Truffaut","fr","French"
"Walter Hill","en","English"
"Robert Wise","en","English"
"Sofia Coppola","en","English"
"Nicholas Meyer","en","English"
"Leonard Nimoy","en","English"
"Thomas Jahn","de","German"
"Sönke Wortmann","de","German"
"Louis Lumière","fr","French"
"Steven Soderbergh","en","English"
"Blake Edwards","en","English"
"Claude Pinoteau","fr","French"
"Iain Softley","en","English"
"Danny Boyle","en","English"
"William Shatner","en","English"
"Richard Fleischer","en","English"
"James Wan","en","English"
"Sydney Pollack","en","English"
"Todd Holland","en","English"
"Paul McGuigan","en","English"
"Robert Rodriguez","en","English"
"Christian Petzold","de","German"
"Jean-Jacques Annaud","en","English"
"Jean-Pierre Jeunet","fr","French"
"Ernst Lubitsch","de","German"
"Mel Gibson","en","English"
"Jonathan Frakes","en","English"
"Stuart Baird","en","English"
"Henri-Georges Clouzot","fr","French"
"Terry George","en","English"
"Mario Andreacchio","en","English"
"Peter Weir","en","English"
"Hannes Stöhr","de","German"
"Frank Capra","en","English"
"Alfred Hitchcock","en","English"
"Darren Lynn Bousman","en","English"
"Rainer Werner Fassbinder","de","German"
"James Cameron","en","English"
"Elia Kazan","en","English"
"Nicholas Ray","en","English"
"Walter Ruttmann","de","German"
"Andrzej Wajda","pl","Polish"
"Kimberly Peirce","en","English"
"James Whale","en","English"
"Stephen Gaghan","en","English"
"Philip Kaufman","en","English"
"Rob Reiner","en","English"
"P.J. Hogan","en","English"
"David Mackenzie","en","English"
"Billy Wilder","en","English"
"Oliver Stone","en","English"
"Stephen Frears","en","English"
"Merian C. Cooper","en","English"
"Chris Weitz","en","English"
"Takeshi Kitano","ja","Japanese"
"Danny DeVito","en","English"
"Lasse Spang Olsen","en","English"
"Jerry Zucker","en","English"
"Mel Stuart","en","English"
"Guy Hamilton","en","English"
"Roman Polanski","en","English"
"Richard Brooks","en","English"
"Jean-Luc Godard","fr","French"
"Tage Danielsson","sv","Swedish"
"Hans Weingartner","de","German"
"Jonathan Demme","en","English"
"Len Wiseman","en","English"
"Frank Darabont","en","English"
"Miloš Forman","en","English"
"Kathryn Bigelow","en","English"
"Ron Shelton","en","English"
"Fred Zinnemann","en","English"
"Michael Curtiz","en","English"
"Stacy Peralta","en","English"
"Robert Redford","en","English"
"Donna Deitch","en","English"
"Jonathan Mostow","en","English"
"Howard Hawks","en","English"
"François Ozon","fr","French"
"John Landis","en","English"
"Roberto Rossellini","it","Italian"
"Jim Jarmusch","en","English"
"Thomas Vinterberg","da","Danish"
"Tom Shadyac","en","English"
"Sergio Leone","it","Italian"
"Caroline Link","de","German"
"Marc Evans","en","English"
"Pitof","en","English"
"Russ Meyer","en","English"
"Andreas Dresen","de","German"
"Jasmila Zbanic","en","English"
"Émile Gaudreault","fr","French"
"David R. Ellis","en","English"
"Joe Johnston","en","English"
"David Kellogg","en","English"
"Deepa Mehta","en","English"
"Paul Thomas Anderson","en","English"
"François Dupeyron","fr","French"
"Wolfgang Becker","de","German"
"Liev Schreiber","en","English"
"Manuel Pradal","en","English"
"Marco Kreuzpaintner","de","German"
"Hal Ashby","en","English"
"Peter Thorwarth","de","German"
"Akira Kurosawa","ja","Japanese"
"Robert Siodmak","en","English"
"Olivier Ducastel","fr","French"
"David Frankel","en","English"
"Valeska Grisebach","en","English"
"Fatih Akin","de","German"
"Wes Craven","en","English"
"Barry Levinson","en","English"
"Gus Van Sant","en","English"
"Wolfgang Petersen","de","German"
"Spike Lee","en","English"
"Sidney Lumet","en","English"
"Lasse Hallström","en","English"
"Paul W.S. Anderson","en","English"
"Mike Nichols","en","English"
"Lawrence Kasdan","en","English"
"Bennett Miller","en","English"
"Gary Fleder","en","English"
"Zach Braff","en","English"
"Paul Verhoeven","de","German"
"Bruce Beresford","en","English"
"David Lynch","en","English"
"Federico Fellini","it","Italian"
"Mathieu Kassovitz","en","English"
"David Hand","en","English"
"Anthony Minghella","en","English"
"Andrew Adamson","en","English"
"Joel Schumacher","en","English"
"Helmut Dietl","de","German"
"Wes Anderson","en","English"
"Chris Wedge","en","English"
"Jacques Tati","fr","French"
"Stefan Krohmer","de","German"
"Vincenzo Natali","en","English"
"Detlev Buck","de","German"
"Roland Emmerich","en","English"
"Joshua Marston","en","English"
"Andrzej Sekula","en","English"
"Colin Strause","en","English"
"Reza Bagher","sv","Swedish"
"Michael Haneke","de","German"
"Hans-Christian Schmid","de","German"
"Mike Figgis","en","English"
"Ron Howard","en","English"
"Baz Luhrmann","en","English"
"Gurinder Chadha","en","English"
"Ernst Marischka","de","German"
"Dani Levy","de","German"
"Kay Pollak","sv","Swedish"
"Catherine Breillat","fr","French"
"Alan J. Pakula","en","English"
"Nick Hamm","en","English"
"Maciej Dejczer","pl","Polish"
"Darren Aronofsky","en","English"
"Arthur Penn","en","English"
"John Singleton","en","English"
"Mira Nair","en","English"
"Gordon Parks","en","English"
"John Huston","en","English"
"Ingmar Bergman","sv","Swedish"
"Spike Jonze","en","English"
"John Guillermin","en","English"
"Larry Charles","en","English"
"Agnès Varda","fr","French"
"Werner Herzog","en","English"
"Patty Jenkins","en","English"
"Roger Avary","en","English"
"Richard Curtis","en","English"
"Roger Michell","en","English"
"Richard Donner","en","English"
"Lee Tamahori","en","English"
"Nick Park","en","English"
"McG","en","English"
"Adrian Lyne","en","English"
"Stéphane Brizé","fr","French"
"Angela Robinson","en","English"
"Carlos Carrera","es","Spanish; Castilian"
"Bobby Farrelly","en","English"
"Duncan Tucker","en","English"
"Julian Schnabel","en","English"
"David Fincher","en","English"
"Ronald Neame","en","English"
"Silvio Soldini","it","Italian"
"Aleksandr Rogozhkin","ru","Russian"
"Romed Wyder","en","English"
"Sam Raimi","en","English"
"Francis Lawrence","en","English"
"Stephen Sommers","en","English"
"Pål Sletaune","en","English"
"Oliver Hirschbiegel","de","German"
"Sam Peckinpah","en","English"
"Jeannot Szwarc","en","English"
"Joseph Sargent","en","English"
"Kevin Costner","en","English"
"Florian Henckel von Donnersmarck","de","German"
"Terry Jones","en","English"
"Pete Docter","en","English"
"Christophe Gans","en","English"
"Andrei Tarkovsky","ru","Russian"
"Robert Mulligan","en","English"
"John Ford","en","English"
"Fernando Meirelles","pt","Portuguese"
"Lilly Wachowski","en","English"
"Barry Sonnenfeld","en","English"
"Edward Zwick","en","English"
"John McNaughton","en","English"
"D.W. Griffith","en","English"
"Mick Jackson","en","English"
"Ivan Reitman","en","English"
"Randal Kleiser","en","English"
"Charles Crichton","en","English"
"Dennis Hopper","en","English"
"Roland Joffé","en","English"
"Neil Jordan","en","English"
"Bryan Singer","en","English"
"Victor Fleming","en","English"
"F.W. Murnau","de","German"
"Sharon Maguire","en","English"
"Roberto Benigni","it","Italian"
"George Roy Hill","en","English"
"Sergei M. Eisenstein","ru","Russian"
"Terence Young","en","English"
"Jean Cocteau","fr","French"
"Robert Altman","en","English"
"Volker Schlöndorff","de","German"
"Chris Marker","en","English"
"Jan de Bont","en","English"
"William Wyler","en","English"
"Walter Salles","en","English"
"Lewis Gilbert","en","English"
"Peter R. Hunt","en","English"
"Robert J. Flaherty","en","English"
"Park Chan-wook","ko","Korean"
"Chris Columbus","en","English"
"Alfonso Cuarón","en","English"
"Mike Newell","en","English"
"David Yates","en","English"
"Leni Riefenstahl","de","German"
"Tim Robbins","en","English"
"Theo Angelopoulos","el","Greek, Modern (1453-)"
"Robert Bresson","fr","French"
"John Waters","en","English"
"Jay Roach","en","English"
"John Glen","en","English"
"Richard Lester","en","English"
"Joseph L. Mankiewicz","en","English"
"Martin Campbell","en","English"
"Jane Campion","en","English"
"Roger Spottiswoode","en","English"
"Lukas Moodysson","en","English"
"Peter Lichtefeld","de","German"
"M. Night Shyamalan","en","English"
"Bernardo Bertolucci","it","Italian"
"Edgar Wright","en","English"
"James McTeigue","en","English"
"John Cassavetes","en","English"
"John Woo","en","English"
"Samuel Armstrong","en","English"
"Gérard Oury","fr","French"
"Claude Zidi","fr","French"
"Albert Hughes","en","English"
"Jonathan Dayton","en","English"
"Jean Renoir","fr","French"
"Carl Th. Dreyer","da","Danish"
"Andrew Niccol","en","English"
"Richard Attenborough","en","English"
"Jan Svěrák","cs","Czech"
"Slatan Dudow","de","German"
"Cameron Crowe","en","English"
"Doug Liman","en","English"
"Jiří Menzel","cs","Czech"
"John Carpenter","en","English"
"Rupert Wainwright","en","English"
"Brad Silberling","en","English"
"Thomas Engel","de","German"
"Alain Resnais","fr","French"
"Chris Miller","en","English"
"Douglas Trumbull","en","English"
"Ron Clements","en","English"
"Jim Abrahams","en","English"
"Stanley Kramer","en","English"
"Satyajit Ray","bn","Bengali"
"Hiroyuki Okiura","ja","Japanese"
"Willard Carroll","en","English"
"David Lean","en","English"
"Joseph M. Newman","en","English"
"Vittorio De Sica","it","Italian"
"Karl Hartl","de","German"
"Nelson Pereira dos Santos","pt","Portuguese"
"Niels Mueller","en","English"
"Wong Kar-wai","cn",NA
"Rob Bowman","en","English"
"Matthew Robbins","en","English"
"Peter Yates","en","English"
"Bob Clark","en","English"
"Ladislao Vajda","en","English"
"Chuck Russell","en","English"
"Nora Ephron","en","English"
"John Badham","en","English"
"John Lasseter","en","English"
"Jon Turteltaub","en","English"
"Paul Michael Glaser","en","English"
"Marc Forster","en","English"
"Phillip Noyce","en","English"
"Gavin Hood","en","English"
"Franklin J. Schaffner","en","English"
"Stanley Donen","en","English"
"Marleen Gorris","en","English"
"Arend Agthe","en","English"
"Norman Jewison","en","English"
"Brian Levant","en","English"
"Joseph Vilsmaier","de","German"
"John Frankenheimer","en","English"
"Charlie Chaplin","en","English"
"Stuart Rosenberg","en","English"
"G.W. Pabst","de","German"
"Wilhelm Thiele","en","English"
"Martin Koolhoven","nl","Dutch; Flemish"
"Vincente Minnelli","en","English"
"Mehboob Khan","hi","Hindi"
"Hiroyuki Kitakubo","en","English"
"George A. Romero","en","English"
"Zack Snyder","en","English"
"Dean Parisot","en","English"
"Joe Dante","en","English"
"Rolf Hansen","de","German"
"Nicolas Roeg","en","English"
"Wolfgang Staudte","de","German"
"Jules Dassin","en","English"
"Max Ophüls","en","English"
"Carlos Saldanha","en","English"
"Eric Darnell","en","English"
"J.J. Abrams","en","English"
"Mel Brooks","en","English"
"John Sturges","en","English"
"Alexander Mackendrick","en","English"
"Gaspar Noé","en","English"
"William A. Wellman","en","English"
"George Cukor","en","English"
"Don Siegel","en","English"
"James Bridges","en","English"
"Frank Borzage","en","English"
"Robert Rossen","en","English"
"Buster Keaton","en","English"
"Anders Thomas Jensen","da","Danish"
"Stefan Ruzowitzky","de","German"
"Luchino Visconti","it","Italian"
"Jon Amiel","en","English"
"Zhang Yang","zh","Chinese"
"William Friedkin","en","English"
"Michelangelo Antonioni","it","Italian"
"Jim McBride","en","English"
"Mark Pellington","en","English"
"Emir Kusturica","en","English"
"Niki Caro","en","English"
"Josef Rusnak","en","English"
"Carol Reed","en","English"
"Louis Malle","fr","French"
"Byambasuren Davaa","mn","Mongolian"
"Ken Loach","en","English"
"Bill Condon","en","English"
"Brad McGann","en","English"
"Fernando León de Aranoa","es","Spanish; Castilian"
"Nadia Tass","en","English"
"Achim Bornhak","de","German"
"James Ivory","en","English"
"Sylvester Stallone","en","English"
"Robert De Niro","en","English"
"Peter Webber","en","English"
"Allen Coulter","en","English"
"Mark Steven Johnson","en","English"
"Todd Robinson","en","English"
"Philippe Lioret","fr","French"
"Bong Joon-ho","ko","Korean"
"Andreas Prochaska","de","German"
"Michael Lehmann","en","English"
"Richard Eyre","en","English"
"Carsten Strauch","de","German"
"Joachim Masannek","de","German"
"Gábor Csupó","en","English"
"David Ayer","en","English"
"Stephen J. Anderson","en","English"
"Steve Bendelack","en","English"
"Cyrill Boss","de","German"
"Kevin Munroe","en","English"
"Rolf Schübel","de","German"
"Mel Smith","en","English"
"Santiago Segura","es","Spanish; Castilian"
"Errol Morris","en","English"
"Mary Harron","en","English"
"Julie Taymor","en","English"
"Julio Médem","es","Spanish; Castilian"
"John G. Avildsen","en","English"
"Ted Kotcheff","en","English"
"George P. Cosmatos","en","English"
"Peter MacDonald","en","English"
"Jeroen Krabbé","en","English"
"Melville Shavelson","en","English"
"John Cameron Mitchell","en","English"
"Graeme Clifford","en","English"
"Miranda July","en","English"
"Claude Lelouch","fr","French"
"Todd Haynes","en","English"
"Zana Briski","en","English"
"Eva Neymann","en","English"
"Gabriele Muccino","en","English"
"Ralph Nelson","en","English"
"Erich von Stroheim","en","English"
"Ron Underwood","en","English"
"Olivier Dahan","fr","French"
"Renny Harlin","en","English"
"Michael Tolkin","en","English"
"Fenton Bailey","en","English"
"Guillermo del Toro","en","English"
"Tobi Baumann","de","German"
"Greg Harrison","en","English"
"Thomas Wendrich","de","German"
"Michael Moore","en","English"
"Jonathan Caouette","en","English"
"Helena Bulaja","en","English"
"Andy Tennant","en","English"
